,Unnamed: 0,scenario,mmsi,ship_type,width,length,draught,nav_status,timestamp,lat,lon,sog,cog,timestamp_obj,ts_mmsi,R_x,R_y,theta,V_x,V_y,f_min,DDV,TDV,V_TDV,V_chg,cog_TDV,cog_chg,theta_rad,distance,ts_dot,DDV_dot,cog_dot,sog_dot,distance_dot
999,999,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891580.0,56.058884250000006,11.1237795,12.2,23.850000000000023,2020-01-01 16:13:00,636015565,2.401117538779133,0.8274146501292888,-167.2318181818182,-38.32705975615978,-21.953067225099986,0.5993066342814328,0.4006933657185672,0.0482380362888853,12.1908576725,-0.0007493711065573,22.59847112944441,-1.2515288705556102,-2.918745841369245,2.5396811686275376,60.0,0.0013455978640550814,0.07500000000000757,0.013636363636363965,-0.06456993639593156
1005,1005,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891640.0,56.061983,11.1262445,12.2,24.19999999999999,2020-01-01 16:14:00,636015565,2.060472835750468,0.6351905462714923,-167.79999999999995,-38.52839435393314,-22.179236478117588,0.5963249096509439,0.4036750903490561,0.0390359956078495,12.1,-0.0081967213114753,23.56,-0.6399999999999899,-2.9286624848464844,2.156157539916379,60.0,0.0004969541050814837,0.05833333333332765,0.0,-0.06392060478519308
1011,1011,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891700.0,56.065092,11.12863925,12.1,22.80000000000001,2020-01-01 16:15:00,636015565,1.7190095031459047,0.4448007907608535,-165.79999999999995,-38.604112471625726,-21.86576698398488,0.5933682177987479,0.406631782201252,0.0308281518529693,12.0,-0.0082644628099173,22.600000000000023,-0.1999999999999886,-2.8937558998065978,1.775624232591854,60.0,0.0004927819753659893,-0.23333333333332953,-0.016666666666666607,-0.06342221788742082
1017,1017,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891760.0,56.06820725,11.13095025,12.175,22.75,2020-01-01 16:16:00,636015565,1.3759018022254053,0.2562931819212896,-166.14999999999998,-38.99116663384668,-21.90067305463295,0.5795955623464877,0.4204044376535123,0.0220210381914567,12.1,-0.0061601642710473,24.388463498,1.638463498,-2.899864552188578,1.3995684922383962,60.0,0.002295442575376718,-0.008333333333335228,0.012500000000000178,-0.06267595672557631
1023,1023,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891820.0,56.071298000000006,11.133303,12.02,24.180000000000007,2020-01-01 16:17:00,636015565,1.0334460519094804,0.0661827872094106,-167.31636363636358,-38.21019865203623,-22.238901944444457,0.5794370328762624,0.4205629671237376,0.0129166630705914,12.071999896,0.0043261144758735,22.953001533999984,-1.2269984660000226,-2.9202214379186566,1.035563085248841,60.0,2.6421578370877663e-05,0.23833333333333448,-0.025833333333333524,-0.060667567831592516
1029,1029,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891880.0,56.074373,11.1356994,12.08,23.620000000000005,2020-01-01 16:18:00,636015565,0.6915648546542048,-0.127107418633889,-168.3018181818181,-38.96138658411633,-21.7698190468518,0.561609077644777,0.438390922355223,0.0044221779714542,12.0,-0.0066225165562913,21.919706224727285,-1.7002937752727192,-2.9374208643655826,0.703148806487405,60.0,0.002971325871914232,-0.09333333333333371,0.010000000000000083,-0.05540237979357269
1039,1039,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577890860.0,56.1199268,11.1636732,7.1,223.0,2020-01-01 16:01:00,636015565,0.3204316488840744,0.9861660636795484,3.672727272727286,-2.6623250665704763,-4.110925582453431,0.4047711879753283,0.5952288120246717,0.2271203866100588,7.2,0.0140845070422535,221.0,-2.0,0.06410118343688288,1.0369184860729321,60.0,-0.02884267930579426,0.16666666666666666,0.006666666666666672,-0.007076481902027069
1045,1045,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577890920.0,56.118483,11.1612332,7.1,223.0,2020-01-01 16:02:00,636015565,0.2874724316565633,0.9448835697202465,4.0636363636364194,-2.798475013213915,-4.443449383772526,0.3934970514849808,0.6065029485150192,0.2016877584131978,7.2,0.0140845070422535,221.797469,-1.2025310000000218,0.0709238341492251,0.98764637360232,60.0,0.0018790227483912458,0.0,0.0,-0.008212018745102023
1051,1051,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577890980.0,56.11703472727273,11.158874363636365,7.1,221.63636363636363,2020-01-01 16:03:00,636015565,0.2530589074138151,0.8976262648215612,4.918181818181779,-3.003740275701883,-4.891971663480684,0.3845886884029911,0.6154113115970089,0.1745327212938488,7.2,0.0140845070422535,221.24953391,-0.3868297263636293,0.08583846593899316,0.9326155273846675,60.0,0.0014847271803316204,-0.22727272727272899,0.0,-0.009171807702942089
1057,1057,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891040.0,56.115573909090905,11.156524363636365,7.1,222.0,2020-01-01 16:04:00,636015565,0.2170676336828482,0.8525656319005044,3.736363636363592,-3.4465860125899823,-4.824903447939169,0.4931677952314338,0.5068322047685662,0.162576839431115,7.2,0.0140845070422535,222.0,0.0,0.06521184750633281,0.879765033568951,60.0,-0.018096517804740458,0.06060606060606233,0.0,-0.008808415635952749
1063,1063,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891100.0,56.11406027272727,11.15397890909091,7.2,223.0,2020-01-01 16:05:00,636015565,0.1841604625378723,0.8093444672290531,2.7454545454545496,-3.637570325373039,-4.694114166406168,0.5469216210563881,0.4530783789436119,0.1544059685640964,7.2,0.0,221.27590086666663,-1.7240991333333398,0.04791722128202621,0.8300322539494732,60.0,-0.008958970970825708,0.16666666666666666,0.016666666666666757,-0.008288796603246293
1069,1069,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891160.0,56.11262390909091,11.15155118181818,7.2,223.0,2020-01-01 16:06:00,636015565,0.1402397661283693,0.7621877750588432,2.0636363636364194,-4.093106722493758,-4.815732897552019,0.6138372125535562,0.3861627874464438,0.1366509790620816,7.2,0.0,221.5370983333333,-1.4629016666667098,0.036017249109338505,0.7749821910553102,60.0,-0.011152598582861356,0.0,0.0,-0.009175010482360505
1075,1075,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891220.0,56.111157909090906,11.149124363636364,7.2,222.0,2020-01-01 16:07:00,636015565,0.0981182026005886,0.714983019362529,3.136363636363626,-4.134224988953857,-5.239456168789209,0.5756706236010803,0.4243293763989196,0.1196409632699264,7.2,0.0,221.66666666666663,-0.3333333333333712,0.05473987199436743,0.7216840719167416,60.0,0.00636109815874597,-0.16666666666666666,0.0,-0.008883019856428106
1081,1081,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891280.0,56.10962727272727,11.146651727272728,7.3,221.63636363636363,2020-01-01 16:08:00,636015565,0.0598458013573253,0.6693029780900634,3.863636363636374,-3.613791584688089,-5.041586342053664,0.52865529703546,0.47134470296454,0.1183465660894447,7.2,-0.0136986301369862,221.76285828,0.1264946436363629,0.06743317564523564,0.6719732110883055,60.0,0.007835887760936735,-0.06060606060606233,0.016666666666666607,-0.008285143471406001
1087,1087,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891340.0,56.10805790909091,11.144157363636364,7.3,221.0,2020-01-01 16:09:00,636015565,0.0239247040164109,0.6243690978964244,4.100000000000023,-3.922246289779816,-5.373267355867768,0.5434689395280848,0.4565310604719151,0.1023249884385848,7.2,-0.0136986301369862,221.90219748,0.9021974800000124,0.0715584993317679,0.6248273056375399,60.0,-0.0024689404154374837,-0.10606060606060434,0.0,-0.007857650908460948
1093,1093,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891400.0,56.1065732,11.1418802,7.3,220.0,2020-01-01 16:10:00,636015565,-0.0234605006586515,0.5685518343484218,0.9181818181817788,-4.699670863974799,-4.374515524610198,0.7223784403956729,0.2776215596043271,0.0963149358779572,7.177554103333334,-0.016773410502283,222.0,2.0,0.016025295859219975,0.5690356609493906,60.0,-0.029818250144598,-0.16666666666666666,0.0,-0.009298607448024873
1099,1099,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891460.0,56.105063,11.139467,7.3,222.0,2020-01-01 16:11:00,636015565,-0.0738129080064346,0.5238453715834561,-4.081818181818221,-5.709590991026442,-3.167346147019422,0.9111772106832224,0.0888227893167776,0.081092897495468,7.1537704600000005,-0.0200314438356163,222.0,0.0,-0.0712411667404965,0.5290201496330509,60.0,-0.03146646171459158,0.3333333333333333,0.0,-0.006669251886056622
1105,1105,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891520.0,56.103563,11.1370898,7.3,221.4,2020-01-01 16:12:00,636015565,-0.1321920352730787,0.4903089110794679,-4.463636363636397,-5.980696153915108,-3.1147174581724126,0.9275259322591252,0.0724740677408748,0.067731602590991,7.1,-0.0273972602739726,222.0,0.5999999999999943,-0.07790515115720202,0.5078164653431124,60.0,-0.002724786929317135,-0.09999999999999905,0.0,-0.0035339473816564104
1111,1111,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891580.0,56.1020098,11.1346198,7.2,221.0,2020-01-01 16:13:00,636015565,-0.1917160403083239,0.4631438728675741,-4.381818181818176,-6.074565815701167,-3.182105698611627,0.9330571844041694,0.0669428155958306,0.0575407155210611,7.1,-0.0138888888888889,222.0,1.0,-0.0764771544964787,0.5012557102779762,60.0,-0.0009218753575073665,-0.06666666666666761,-0.016666666666666607,-0.0010934591775227005
1117,1117,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891640.0,56.100547,11.1322302,7.2,222.0,2020-01-01 16:14:00,636015565,-0.2580632096612005,0.4340373813481766,-5.600000000000023,-6.496737022043133,-3.0930134958586937,0.9510768391814616,0.0489231608185384,0.04318634134049,7.1,-0.0138888888888889,221.83587513,-0.1641248699999948,-0.09773843811168285,0.5049604624009916,60.0,-0.0030032757962153663,0.16666666666666666,0.0,0.0006174586871692256
1123,1123,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891700.0,56.099003,11.1297732,7.2,221.4,2020-01-01 16:15:00,636015565,-0.3197464772609217,0.4066911585202243,-4.399999999999977,-6.42309853641159,-3.4956900428171256,0.9426499332059364,0.0573500667940637,0.036297184050438,7.1,-0.0138888888888889,222.0,0.5999999999999943,-0.07679448708775011,0.5173350057161137,60.0,0.0014044843292542175,-0.09999999999999905,0.0,0.002062423885853685
1129,1129,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891760.0,56.09752,11.1273566,7.1,222.0,2020-01-01 16:16:00,636015565,-0.3863815109627768,0.3770761769240298,-5.399999999999977,-6.909713973199759,-3.513783342389827,0.95175854504871,0.0482414549512899,0.0235593528966701,7.1,0.0,222.0,0.0,-0.0942477796076934,0.5398862058040755,60.0,-0.0015181019737956342,0.09999999999999905,-0.016666666666666757,0.0037585333479936422
1135,1135,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891820.0,56.0960434,11.1249732,7.1,221.4,2020-01-01 16:17:00,636015565,-0.4542373109670874,0.3461672348275686,-4.536363636363603,-6.542655456442303,-3.5415248676171505,0.9621635323015086,0.0378364676984913,0.0167294506971596,7.1,0.0,221.0,-0.4000000000000057,-0.07917448152228765,0.5711070732732834,60.0,-0.0017341645421330998,-0.09999999999999905,0.0,0.0052034779115346375
1141,1141,4a08712e63,249689000,Tanker,16.0,108.0,5.1,0,1577891880.0,56.09456633333333,11.122627666666666,7.1,221.0,2020-01-01 16:18:00,636015565,-0.5224530488294468,0.3122944490281048,-5.681818181818244,-7.030998108244157,-3.306991295723371,0.9573440496432924,0.0426559503567076,0.0025495931546021,7.1,0.0,220.66623509090908,-0.3337649090909167,-0.09916643477240616,0.6086747991538272,60.0,0.0008032471097027168,-0.06666666666666761,0.0,0.0062612876467573
1148,1148,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577890860.0,56.12525309090909,11.193040545454544,9.563636363636364,226.6727272727273,2020-01-01 16:01:00,249689000,-0.320011965611746,-0.9863023312479308,-3.672727272727343,2.6623250665704763,4.110925582453431,0.3327758924123635,0.6672241075876364,0.2214173300956834,10.85326791,0.1348474050380226,215.869542688,-10.80318458472729,-0.06410118343688388,1.0369184860729392,60.0,-0.02417902105648904,-0.03181818181818604,0.07727272727272745,-0.007076481902027254
1154,1154,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577890920.0,56.12326136363637,11.189369727272728,9.736363636363636,227.0636363636364,2020-01-01 16:02:00,249689000,-0.2870871805685402,-0.945000693144206,-4.0636363636364194,2.798475013213915,4.443449383772526,0.3215913376752572,0.6784086623247427,0.1959563672389498,10.848228312,0.1141971188795518,216.338100454,-10.725535909636392,-0.0709238341492251,0.987646373602325,60.0,0.001864092456184389,0.06515151515151747,0.028787878787878658,-0.008212018745102375
1160,1160,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577890980.0,56.121241,11.185602272727271,9.963636363636365,226.55454545454543,2020-01-01 16:03:00,249689000,-0.2527112563459133,-0.8977242019880378,-4.918181818181779,3.003740275701883,4.891971663480684,0.3104898413647475,0.6895101586352526,0.1683444348359218,10.685599872727272,0.0724598412408756,216.52666719696973,-10.027878257575708,-0.08583846593899316,0.9326155273846717,60.0,0.0018502493850849715,-0.08484848484849294,0.03787878787878807,-0.009171807702942217
1166,1166,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891040.0,56.11918181818182,11.18190918181818,10.1,225.7363636363636,2020-01-01 16:04:00,249689000,-0.2167540361924458,-0.8526454140408346,-3.7363636363636488,3.4465860125899823,4.824903447939169,0.4050561563864848,0.5949438436135153,0.1568349739511798,10.733497498181816,0.0627225245724572,216.24548437373736,-9.490879262626208,-0.0652118475063338,0.8797650335689537,60.0,-0.01576105250362288,-0.13636363636364024,0.022727272727272485,-0.00880841563595299
1172,1172,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891100.0,56.11712109090909,11.178075545454544,10.227272727272728,225.7454545454545,2020-01-01 16:05:00,249689000,-0.1838778780323094,-0.809408715400805,-2.7454545454545496,3.637570325373039,4.694114166406168,0.4569638412330573,0.5430361587669427,0.1497752868532003,10.802426901,0.0562372969866665,216.397573099,-9.347881446454522,-0.04791722128202621,0.8300322539494752,60.0,-0.0086512808077621,0.0015151515151501371,0.02121212121212146,-0.008288796603246421
1180,1180,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891160.0,56.114954454545455,11.174242545454543,10.436363636363636,225.0636363636364,2020-01-01 16:06:00,249689000,-0.139989173778656,-0.7622338405487261,-2.0636363636364194,4.093106722493758,4.815732897552019,0.5200408172379986,0.4799591827620014,0.1330437546539547,10.803127449,0.035142874033101,216.396872551,-8.66676381263639,-0.036017249109338505,0.7749821910553116,60.0,-0.010512829334156879,-0.11363636363635028,0.03484848484848454,-0.009175010482360598
1191,1191,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891220.0,56.11278809090909,11.17040918181818,10.6,225.13636363636363,2020-01-01 16:07:00,249689000,-0.0978977081239707,-0.7150132435153935,-3.136363636363626,4.134224988953857,5.239456168789209,0.4777925426230129,0.522207457376987,0.114722795875987,10.820993805,0.0208484721698114,216.379006195,-8.75735744136361,-0.05473987199436743,0.7216840719167423,60.0,0.007041379102497608,0.012121212121205835,0.027272727272727337,-0.008883019856428217
1203,1203,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891280.0,56.11062109090909,11.166575545454544,10.436363636363636,225.5,2020-01-01 16:08:00,249689000,-0.0596525981318392,-0.6693202252707219,-3.863636363636374,3.613791584688089,5.041586342053664,0.4331296725464945,0.5668703274535054,0.1122688992538495,10.882504111,0.042748651750871,216.841696814,-8.658303186000012,-0.06743317564523564,0.6719732110883057,60.0,0.007443811679419728,0.06060606060606233,-0.027272727272727337,-0.008285143471406112
1215,1215,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891340.0,56.10845445454545,11.162742545454543,10.663636363636362,225.1,2020-01-01 16:09:00,249689000,-0.0237565859506178,-0.6243755172123893,-4.100000000000023,3.922246289779816,5.373267355867768,0.443549892967841,0.556450107032159,0.0961782128870338,10.888724698,0.0211080279454392,216.887314452,-8.212685547999996,-0.0715584993317679,0.6248273056375399,60.0,-0.0017367034035577305,-0.06666666666666761,0.03787878787878777,-0.007857650908460967
1227,1227,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891400.0,56.10618181818182,11.158802909090909,10.6,220.9181818181818,2020-01-01 16:10:00,249689000,0.0235998908202034,-0.5685460654910773,-0.9181818181817788,4.699670863974799,4.374515524610198,0.6304079890261883,0.3695920109738116,0.0945948595427133,10.9,0.0283018867924528,216.88181818181812,-4.03636363636366,-0.016025295859219975,0.5690356609493907,60.0,-0.031143016009724567,-0.6969696969696978,-0.010606060606060433,-0.009298607448024854
1239,1239,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891460.0,56.10383427272728,11.15505809090909,10.6,217.9181818181818,2020-01-01 16:11:00,249689000,0.0739312277571743,-0.5238286860034415,4.081818181818221,5.709590991026442,3.167346147019422,0.9138917006144686,0.0861082993855314,0.0836469584266215,11.0,0.0377358490566038,216.6135486,-1.304633218181806,0.0712411667404965,0.5290201496330506,60.0,-0.04724728526471337,-0.5,0.0,-0.006669251886056697
1251,1251,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891520.0,56.10136336363636,11.15168181818182,10.7,216.93636363636364,2020-01-01 16:12:00,249689000,0.1322956799980612,-0.4902809557054228,4.463636363636397,5.980696153915108,3.1147174581724126,0.9391378032015224,0.0608621967984776,0.0662153209724612,10.994583853333332,0.0275312012461059,216.60541614666667,-0.3309474896969675,0.07790515115720202,0.5078164653431121,60.0,-0.004207683764508967,-0.16363636363636166,0.016666666666666607,-0.0035339473816564104
1263,1263,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891580.0,56.09882018181818,11.148402454545456,10.663636363636362,216.61818181818185,2020-01-01 16:13:00,249689000,0.1918085090283694,-0.4631055850997611,4.381818181818176,6.074565815701167,3.182105698611627,0.9428862839459476,0.0571137160540524,0.0564766415978661,10.977893933333334,0.0294700193236717,216.7709484933333,0.1527666751514687,0.0764771544964787,0.5012557102779759,60.0,-0.0006247467907375322,-0.05303030303029743,-0.006060606060606173,-0.0010934591775227005
1275,1275,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891640.0,56.09625390909091,11.14514581818182,10.8,216.4,2020-01-01 16:14:00,249689000,0.2581444126313614,-0.4339890906640765,5.600000000000023,6.496737022043133,3.0930134958586937,0.9863594751749124,0.0136405248250875,0.0343149973868515,11.0,0.0185185185185184,216.642407892,0.2424078919999885,0.09773843811168285,0.5049604624009909,60.0,-0.007245531871494151,-0.036363636363641184,0.02272727272727308,0.0006174586871691701
1287,1287,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891700.0,56.093684,11.141874272727271,10.9,217.0,2020-01-01 16:15:00,249689000,0.3198177628815911,-0.4066351026223693,4.399999999999977,6.42309853641159,3.4956900428171256,0.9529384840511422,0.0470615159488577,0.0374207194049603,10.9,0.0,217.05771672,0.0577167200000019,0.07679448708775011,0.5173350057161128,60.0,0.005570165187295033,0.09999999999999905,0.016666666666666607,0.002062423885853648
1299,1299,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891760.0,56.09109272727272,11.138575727272729,11.0,216.6,2020-01-01 16:16:00,249689000,0.3864427861845729,-0.3770133793692524,5.399999999999977,6.909713973199759,3.513783342389827,0.984850219740254,0.0151497802597458,0.019768626815024,10.9,-0.009090909090909,217.029336456,0.4293364560000157,0.0942477796076934,0.5398862058040743,60.0,-0.005318622614851984,-0.06666666666666761,0.016666666666666607,0.0037585333479935867
1311,1311,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891820.0,56.08848754545455,11.135272,10.863636363636363,216.8636363636364,2020-01-01 16:17:00,249689000,0.454288946963353,-0.3460994680864183,4.536363636363603,6.542655456442303,3.5415248676171505,0.9758883715111804,0.0241116284888196,0.017450530928483,11.0,0.0125523012552301,215.05343525890908,-1.8102011047273263,0.07917448152228765,0.5711070732732819,60.0,0.0014936413715122999,0.04393939393940135,-0.02272727272727278,0.0052034779115346
1323,1323,4a08712e63,636015565,Tanker,46.0,250.0,8.3,0,1577891880.0,56.08587590909091,11.13191809090909,11.0,215.3181818181818,2020-01-01 16:18:00,248659000,-0.6915578925841067,0.1271452919667001,168.3018181818182,38.96138658411633,21.7698190468518,0.6672055347914341,0.3327944652085659,0.0043912268649013,11.034850502,0.0031682274545455,214.101195984,-1.2169858341817985,2.937420864365584,0.7031488064874094,60.0,0.05144713945329105,-0.2575757575757649,0.02272727272727278,0.022006955535687916
1333,1333,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577931660.0,56.189637,11.288848,11.9,214.2,2020-01-02 03:21:00,248886000,-2.7007726707444037,-1.9438622694657837,-168.86666666666667,31.096163462191736,25.10634238495939,0.6956155250453625,0.3043844749546375,0.0796013014950557,12.1,0.0168067226890755,219.183714995,4.983714995000014,-2.9472793302010913,3.3275777288731403,60.0,-0.012161714560347037,0.21060606060605855,0.0,-0.05306607342180336
1339,1339,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577931720.0,56.18659663636364,11.284995727272726,12.0,215.95454545454544,2020-01-02 03:22:00,248886000,-2.4156598305986963,-1.7090089210274222,-169.53232323232322,30.86737110488309,26.291324541445512,0.973159974284252,0.0268400257157479,0.0675375975599054,12.1,0.0083333333333333,221.291617755,5.337072300454565,-2.958897228959316,2.9590748401011147,60.0,-0.0462574082064816,0.29242424242424175,0.016666666666666607,-0.06141714812867094
1344,1344,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577931780.0,56.18392736363637,11.281422090909093,12.0,216.9909090909091,2020-01-02 03:23:00,248886000,-2.150120087451961,-1.4818123090721094,-171.6909090909091,31.00527974544197,26.539298799826973,0.9679238332203076,0.0320761667796923,0.0583078643744816,12.17206045090909,0.0143383709090908,222.499266496,5.508357405090891,-2.996571659378628,2.6112801668495944,60.0,0.000872690177324067,0.1727272727272767,0.0,-0.05796577887525337
1348,1348,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577931840.0,56.18125872727273,11.277841181818182,12.0,216.8272727272727,2020-01-02 03:24:00,248886000,-1.8842080247642956,-1.2561986279181063,-171.87727272727273,30.98386998204081,26.272879049963684,0.926487778280816,0.073512221719184,0.0502614088394505,12.3,0.025,223.9,7.072727272727292,-2.999824318439163,2.264569467552166,60.0,0.006906009156581951,-0.02727272727273089,0.0,-0.05778511654957138
1354,1354,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577931900.0,56.17870554545455,11.274437272727273,12.1,216.9090909090909,2020-01-02 03:25:00,248886000,-1.6219360027491785,-1.036610800487816,-172.2590909090909,31.46007489940144,26.624844526074902,0.9082214945164668,0.0917785054835331,0.0413190151758355,12.3,0.0165289256198347,224.5388779627273,7.629787053636392,-3.0064883028558684,1.9248995684715537,60.0,0.0030443806273915152,0.013636363636365445,0.016666666666666607,-0.05661164984676873
1362,1362,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932020.0,56.173727,11.266762,12.3,223.9,2020-01-02 03:27:00,356234000,-5.08089234961607,-4.359365955348531,165.23333333333335,40.414000640743936,29.50165561999808,0.7424499483555358,0.2575500516444642,0.1381018501854129,12.4,0.0081300813008129,228.666333186,4.766333185999997,2.883865700711964,6.694739621601345,120.0,0.013814295513410924,0.5825757575757583,0.016666666666666757,0.3974866710941492
1368,1368,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932080.0,56.1710571,11.2620256,12.37,223.83,2020-01-02 03:28:00,356234000,-4.719017400062887,-4.083881478688927,166.28111111111104,40.981114124105865,30.35868090571213,0.6712590472999141,0.3287409527000858,0.1262625236955259,12.3659118625,-0.0003304880759903,228.71818305,4.888183049999952,2.9021528727634145,6.240770237244337,60.0,0.011865150175936931,-0.01166666666666553,0.011666666666666417,-0.07566156405950124
1374,1374,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932140.0,56.16873433333333,11.257516,12.5,228.66666666666663,2020-01-02 03:29:00,356234000,-4.374962231443929,-3.811345612914146,162.73333333333335,40.271257011202266,33.03124607651626,0.2338537974665843,0.7661462025334156,0.1125674024649089,12.3538345695,-0.0116932344399999,228.783882384,0.1172157173333801,2.840232469412106,5.802296951004899,60.0,0.07290087497222163,0.8061111111111027,0.021666666666666796,-0.07307888103990641
1380,1380,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932200.0,56.166425333333336,11.252846,12.5,228.26666666666665,2020-01-02 03:30:00,356234000,-4.033286599547771,-3.51194563942476,168.83333333333337,39.43004319157138,35.7205875627085,0.2842026260795153,0.7157973739204847,0.0992373977010536,12.336472208,-0.01308222336,229.063129696,0.7964630293333528,2.9466975537837605,5.348005513120402,60.0,-0.008391471435488481,-0.06666666666666288,0.0,-0.07571523964741618
1386,1386,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932260.0,56.16413566666667,11.248224,12.4,228.4333333333333,2020-01-02 03:31:00,356234000,-3.697505706611588,-3.196946953580213,170.76666666666665,39.341329858630274,37.07677035288973,0.5709998264797762,0.4290001735202238,0.0878237060537429,12.38954184181818,-0.0008433998533725,228.91864751818184,0.4853141848485336,2.9804405859889833,4.8879462225387735,60.0,-0.04779953340004348,0.027777777777776198,-0.016666666666666607,-0.07667654843027139
1392,1392,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932320.0,56.16186266666666,11.243592666666666,12.4,228.8,2020-01-02 03:32:00,356234000,-3.3577640847605577,-2.8738878300866846,170.59999999999997,39.75980952844832,37.75365880604909,0.619169943140389,0.380830056859611,0.077825432443065,12.3,-0.0080645161290322,228.75,-0.0500000000000113,2.9775317039023257,4.419707106678932,60.0,-0.008028352776768796,0.06111111111111711,0.0,-0.07803985264330689
1398,1398,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932380.0,56.159782,11.239458,12.5,227.4,2020-01-02 03:33:00,356234000,-3.028626585743792,-2.5619927427443567,173.70000000000005,39.88373111894928,38.33109237479913,0.7047520302975006,0.2952479697024994,0.0684893992752749,12.306876326,-0.0154498939199999,228.85004367872727,1.450043678727269,3.0316369107141514,3.9669113690311826,60.0,-0.014263681192851938,-0.23333333333333428,0.016666666666666607,-0.07546595627462493
1404,1404,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932440.0,56.15723066666666,11.234470333333332,12.4,227.7,2020-01-02 03:34:00,356234000,-2.6727493148577404,-2.212498278080309,174.60000000000002,39.94458188164455,39.41364761464669,0.8488653222267427,0.1511346777732573,0.0579370978904291,12.396830115555556,-0.0002556358422939,229.26830115555555,1.5683011555555595,3.0473448739821,3.469688390991452,60.0,-0.02401888198820702,0.04999999999999716,-0.016666666666666607,-0.08287049633995507
1410,1410,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932500.0,56.154932,11.229846,12.4,228.4,2020-01-02 03:35:00,356234000,-2.328157515905633,-1.8688165422795828,174.10000000000002,39.93670605929845,39.95582615642979,0.9043728735653171,0.0956271264346828,0.0486807396836011,12.4,0.0,230.146015912,1.74601591199999,3.0386182277221283,2.985430067438476,60.0,-0.009251258556429082,0.11666666666666951,0.0,-0.08070972059216268
1416,1416,5da0710681,236111951,Tanker,19.0,118.0,7.7,0,1577932560.0,56.1526692,11.225212,12.32,229.14,2020-01-02 03:36:00,356234000,-1.981986245778873,-1.5254926365334458,172.26,39.85081748306466,39.432972317576855,0.8455247809033345,0.1544752190966655,0.0406802189100599,12.4,0.0064935064935064,230.45140758868683,1.3114075886868477,3.006504169485432,2.5010792195719023,60.0,0.009808015443663784,0.12333333333333012,-0.013333333333333345,-0.08072514131109565
