,Unnamed: 0,scenario,mmsi,ship_type,width,length,draught,nav_status,timestamp,lat,lon,sog,cog,timestamp_obj,ts_mmsi,R_x,R_y,theta,V_x,V_y,f_min,DDV,TDV,V_TDV,V_chg,cog_TDV,cog_chg,theta_rad,distance,ts_dot,DDV_dot,cog_dot,sog_dot,distance_dot
368,368,25817f4541,266476000,Tanker,17.0,119.0,7.0,0,1577878800.0,56.1026415,11.165675,12.4,35.75,2020-01-01 12:40:00,246866000,2.5496089420864254,1.616329593301806,-170.35000000000002,-35.1215031586607,-29.86093628592093,0.7265086473380872,0.2734913526619128,0.0576338437028684,12.407554489,0.0006092329838709,42.07554489,6.325544890000003,-2.9731683807723406,3.018779076340341,60.0,-0.004789409053611461,0.125,0.016666666666666607,-0.06640170197298804
374,374,25817f4541,266476000,Tanker,17.0,119.0,7.0,0,1577878860.0,56.1052795,11.1694335,12.4,39.0,2020-01-01 12:41:00,246866000,2.25775579397702,1.354119319973702,-173.38181818181818,-34.23146487869697,-31.006442493702195,0.8441142499836874,0.1558857500163125,0.0470617613629132,12.4,0.0,42.0,3.0,-3.0260835903668957,2.6326983036350455,60.0,-0.01960093377426672,0.5416666666666666,0.0,-0.06434679545088258
380,380,25817f4541,266476000,Tanker,17.0,119.0,7.0,0,1577878920.0,56.107963,11.1733602,12.4,39.0,2020-01-01 12:42:00,246866000,1.963036094622373,1.0872308352090012,-173.31818181818187,-34.21386516874513,-31.023647341531003,0.8462018620537813,0.1537981379462186,0.0384283793953728,12.337083472545457,-0.0050739135043988,42.95478634545455,3.954786345454551,-3.024972926297446,2.244010159918961,60.0,-0.0003479353450156486,0.0,0.0,-0.06478135728601409
386,386,25817f4541,266476000,Tanker,17.0,119.0,7.0,0,1577878980.0,56.1105034,11.177513,12.42,42.80000000000001,2020-01-01 12:43:00,246866000,1.6764061421420096,0.8113394399547904,-176.9181818181819,-33.140465351547924,-32.31210489789374,0.9288361650650304,0.0711638349349697,0.0283796756178159,12.3,-0.0096618357487922,42.7833168,-0.0166832000000098,-3.087804779369242,1.8624202641288052,60.0,-0.013772383835208152,0.6333333333333352,0.0033333333333332624,-0.06359831596502596
392,392,25817f4541,266476000,Tanker,17.0,119.0,7.0,0,1577879040.0,56.1130364,11.1816834,12.32,42.0,2020-01-01 12:44:00,246866000,1.391826828660964,0.5351325689423058,-176.10000000000002,-33.21826159380235,-31.93800427291002,0.9203730869237996,0.0796269130762004,0.0200514258915779,12.226049556666666,-0.0076258476731602,42.0,0.0,-3.073524812762015,1.4911568620783087,60.0,0.001410513023538451,-0.13333333333333522,-0.016666666666666607,-0.061877233675082764
398,398,25817f4541,266476000,Tanker,17.0,119.0,7.0,0,1577879100.0,56.115422,11.185672333333333,12.3,42.0,2020-01-01 12:45:00,246866000,1.1159569930785558,0.2640721080099675,-176.08000000000004,-33.18381461637772,-31.91737263817047,0.9274141440575532,0.0725858559424468,0.0115915964965776,12.186162024,-0.00925512,42.0,0.0,-3.073175746911616,1.1467755179762775,60.0,-0.0011735095222922657,0.0,-0.0033333333333332624,-0.057396890683671854
404,404,25817f4541,266476000,Tanker,17.0,119.0,7.0,0,1577879160.0,56.117933,11.189889,12.166666666666666,42.0,2020-01-01 12:46:00,246866000,0.8338302454228432,-0.0151421701886748,-175.62,-32.8629060194572,-31.867199073773392,0.9418211593448452,0.0581788406551547,0.0027796048191866,12.133333333333333,-0.0027397260273972,42.0,0.0,-3.065147232352442,0.8339677232962567,60.0,-0.0024011692145486847,0.0,-0.022222222222222438,-0.05213463244667014
421,421,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929260.0,55.972874,11.025768,11.2,35.019999999999946,2020-01-02 02:41:00,257182000,5.489007134027105,2.7954491065962297,174.16571428571433,-51.867645200636446,-31.505760343170767,0.3651847514987493,0.6348152485012507,0.095198927910586,11.3,0.0089285714285715,36.39922795227267,1.379227952272721,3.039765158373439,6.159848620296615,60.0,0.07720069165139962,-0.17999999999999972,0.006666666666666525,0.7761285293678011
433,433,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929320.0,55.97536,11.028905,11.2,35.89999999999995,2020-01-02 02:42:00,257182000,5.047409729292459,2.526558791919044,173.34285714285716,-51.55776286060986,-31.757792133994485,0.3895711220606104,0.6104288779393896,0.0864002739032747,11.34479507,0.01292813125,36.881229579999946,0.9812295799999972,3.025403591957028,5.644452524769749,60.0,-0.004064395093643518,0.14666666666666708,0.0,-0.08589934925447773
445,445,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929380.0,55.978049000000006,11.0323048,11.3,37.31999999999994,2020-01-02 02:43:00,257182000,4.592657441020689,2.250389824051188,171.83000000000004,-51.50619627241611,-32.30108785552481,0.4128427708006018,0.5871572291993983,0.0768555658275053,11.3,0.0,36.75754782624994,-0.5624521737500032,2.9989992537018573,5.1143676765320505,60.0,-0.003878608123331887,0.23666666666666578,0.016666666666666902,-0.08834747470628306
457,457,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929440.0,55.980449,11.0356906,11.3,36.67999999999994,2020-01-02 02:44:00,257182000,4.154583326678064,1.975084211840333,172.01999999999998,-51.88715653492004,-31.88389663059848,0.3829636311057973,0.6170363688942027,0.0687922298632045,11.3,0.0,35.368627079999946,-1.3113729199999966,3.0023153792806454,4.600165242920336,60.0,0.00497985661580073,-0.10666666666666676,0.0,-0.08570040560195243
469,469,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929500.0,55.982909,11.0390008,11.3,36.93999999999994,2020-01-02 02:45:00,257182000,3.713446332284121,1.7005027050490769,173.71000000000004,-51.16913470566267,-33.11899303053731,0.4602937794810545,0.5397062205189456,0.0587263462246514,11.2,-0.008849557522124,33.67277061333328,-3.2672293866666635,3.0318114436393504,4.0842861203193905,60.0,-0.012888358062542848,0.043333333333333,0.0,-0.08597985376682422
481,481,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929560.0,55.9854558,11.042341,11.3,36.75999999999994,2020-01-02 02:46:00,257182000,3.274693928452207,1.4181806809906314,174.96000000000004,-50.832706291173935,-33.687985835978324,0.4913108734999203,0.5086891265000797,0.0495249164187036,11.2,-0.008849557522124,31.241216053333275,-5.518783946666666,3.0536280592892795,3.5685931077914725,60.0,-0.00516951566981098,-0.029999999999999954,0.0,-0.08594883542131966
495,495,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929620.0,55.987992727272726,11.045703,11.354545454545455,36.56363636363631,2020-01-02 02:47:00,356234000,-0.7092073300040985,-0.6736964726914174,-3.463636363636283,8.48944742466021,3.9424390422882656,0.5661953948568962,0.4338046051431038,0.1235845082482943,11.27683740909091,-0.0068437830264212,26.838158919191866,-9.725477444444447,-0.06045185863725674,0.9781829962989543,60.0,-0.01248075355949598,-0.032727272727271384,0.009090909090909113,-0.43173501858208635
513,513,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929680.0,55.99033618181818,11.048804545454546,11.3,35.91818181818176,2020-01-02 02:48:00,356234000,-0.6461067333056859,-0.6050570070925845,8.424675324675377,4.593054763261559,8.988706032785199,0.2150677877558764,0.7849322122441236,0.0639695927629813,11.25,-0.004424778761062,30.89999999999994,-5.018181818181816,0.1470383228271076,0.8851824064308895,60.0,0.05852126785016996,-0.10757575757575921,-0.009090909090909113,-0.015500098311344135
531,531,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929740.0,55.993145,11.0521075,11.2,31.14999999999994,2020-01-02 02:49:00,356234000,-0.640739526045533,-0.5101870538598801,22.750000000000057,-0.3071224978006164,13.86796595677846,0.4539779316190852,0.5460220683809148,0.0151083047940863,11.2,0.0,31.363393819999946,0.2133938200000003,0.39706240482871097,0.8190469889837081,60.0,-0.03981835731053479,-0.7946969696969693,-0.016666666666666902,-0.011022569574530239
549,549,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929800.0,55.99586,11.054999,11.2,31.699999999999942,2020-01-02 02:50:00,356234000,-0.6508340577292859,-0.3840334488703911,24.766666666666765,-1.1271335411396954,14.809108618753378,0.472016638887379,0.527983361112621,0.0030461765061884,11.2,0.0,32.14999999999994,0.4499999999999993,0.432259878077264,0.755689526559456,60.0,-0.003006451211382303,0.09166666666666679,0.0,-0.010559577070708684
564,564,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929860.0,55.9985115,11.0579235,11.2,30.799999999999944,2020-01-02 02:51:00,257182000,1.0484400467347603,0.0016669384707784,179.73333333333335,-52.85616250974724,-31.293732749506248,0.4484629554758163,0.5515370445241836,0.0078289969854161,11.245468827777778,0.004059716765873,30.609093765555496,-0.1909062344444478,3.1369384422511417,1.0484413718854535,60.0,0.003925613901927101,-0.14999999999999977,0.0,0.04879197422099959
576,576,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929920.0,56.001135000000005,11.0607355,11.25,30.849999999999945,2020-01-02 02:52:00,246456000,2.130268827140059,0.5882975456636228,178.11000000000013,-44.4559826800632,-25.42610076163956,0.4567013871492822,0.5432986128507178,0.0333111282950726,11.3,0.0044444444444445,28.707993799999944,-2.142006200000001,3.108605930727103,2.210008886434289,60.0,-0.0013730719455776381,0.008333333333333451,0.008333333333333451,0.19359458575813923
582,582,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577929980.0,56.0039,11.063636,11.3,31.14999999999994,2020-01-02 02:53:00,246456000,1.741644280822907,0.3691243648612295,177.99,-44.43541287160221,-25.655135079147605,0.4585174926311811,0.541482507368819,0.0244312295666958,11.290692845454544,-0.000823641995173,26.74886832929288,-4.401131670707066,3.1065115356247075,1.7803307551287617,60.0,-0.0003026842469831352,0.049999999999999524,0.008333333333333451,-0.07161302188425452
588,588,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577930040.0,56.0066255,11.0664235,11.3,28.699999999999942,2020-01-02 02:54:00,246456000,1.3596477190269098,0.1516056450232192,-179.81999999999994,-45.13874355218776,-24.81856378569905,0.4512320092488943,0.5487679907511057,0.0166858559286828,11.2,-0.008849557522124,25.349999999999945,-3.349999999999998,-3.138451060936202,1.368073898390721,60.0,0.0012142472303811231,-0.4083333333333332,0.0,-0.06870947612300678
594,594,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577930100.0,56.009411,11.0689285,11.2,25.349999999999945,2020-01-02 02:55:00,246456000,0.9697354464366242,-0.0561400225954363,-176.58999999999992,-45.57637757351132,-23.537230858855423,0.4544864928067283,0.5455135071932717,0.0089089539331561,11.147667919555555,-0.0046725071825396,22.89016506044439,-2.459834939555556,-3.0820769260967853,0.9713591190762842,60.0,-0.0005424139263056627,-0.558333333333333,-0.016666666666666902,-0.06611912988573947
600,600,466fbc3092,215811000,Tanker,42.0,244.0,15.0,4,1577930160.0,56.012266,11.0710375,11.1,20.849999999999945,2020-01-02 02:56:00,246456000,0.5769725943307897,-0.250699551683082,-171.52999999999997,-45.9252249859012,-22.148126982845923,0.4784208440496731,0.5215791559503269,0.0008883853696814,11.1,0.0,20.450226624999942,-0.3997733749999987,-2.993763265945873,0.6290847636232341,60.0,-0.0039890585404908085,-0.75,-0.016666666666666607,-0.057045725908841695
607,607,466fbc3092,246456000,Cargo,24.0,168.0,7.0,0,1577929260.0,56.077984,11.112357666666666,15.033333333333331,193.5,2020-01-02 02:41:00,215811000,-6.317382106860883,-2.9191958465996173,-158.48000000000002,46.24449017206312,19.31543877793082,0.5331530241152319,0.4668469758847681,0.1357336404467609,15.0,-0.0022172949002216,209.17406662285717,15.67406662285714,-2.7659977985606137,6.9592399782512535,60.0,-0.038215266547739546,-0.13888888888888098,-0.005555555555555832,-0.07180325829273719
616,616,466fbc3092,246456000,Cargo,24.0,168.0,7.0,0,1577929320.0,56.07398833333333,11.110235666666666,14.9,199.56666666666663,2020-01-02 02:42:00,356234000,-7.060506972901621,-3.464919931693017,-172.76666666666665,54.87798797438404,23.63523287438036,0.5941285150301654,0.4058714849698346,0.1342161574975071,15.054521113333331,0.0103705445190155,209.00900397619048,9.442337309523822,-3.01534717102887,7.864885812739811,60.0,-0.01016258181915558,1.0111111111111057,-0.02222222222222185,0.15094097241475954
625,625,466fbc3092,246456000,Cargo,24.0,168.0,7.0,0,1577929380.0,56.070109,11.107650333333334,14.9,200.8333333333333,2020-01-02 02:43:00,356234000,-6.593413749215991,-3.2582386263110474,-173.5333333333333,54.70697179084492,24.56550820844844,0.4014962647906577,0.5985037352093423,0.1248118475336983,15.019601845666664,0.0080269695078298,209.297290604,8.463957270666697,-3.0287280286274925,7.3545376343000495,60.0,0.03210537503991795,0.21111111111110858,0.0,-0.0850580297399602
631,631,466fbc3092,246456000,Cargo,24.0,168.0,7.0,0,1577929440.0,56.066208,11.104981666666664,15.0,202.16666666666663,2020-01-02 02:44:00,356234000,-6.120798379794164,-3.0460181034206943,-175.0666666666666,54.51655198289575,25.0808328535118,0.2981481367412256,0.7018518632587744,0.1158986108214462,15.1,0.0066666666666666,209.08156666,6.914899993333364,-3.0554897438247384,6.836841309585697,60.0,0.017224688008238676,0.2222222222222238,0.016666666666666607,-0.08628272078572537
637,637,466fbc3092,246456000,Cargo,24.0,168.0,7.0,0,1577929500.0,56.062361333333335,11.102238333333334,15.0,201.8333333333333,2020-01-02 02:45:00,356234000,-5.652035016188109,-2.8307508705955304,-174.7333333333333,54.407053795291816,24.83500177661082,0.3282424674484586,0.6717575325515415,0.1077687374195776,15.1,0.0066666666666666,209.2883481583333,7.455014825000006,-3.0496719796514244,6.321285495498038,60.0,-0.005015721784538814,-0.055555555555557135,0.0,-0.08592596901460992
643,643,466fbc3092,246456000,Cargo,24.0,168.0,7.0,0,1577929560.0,56.058557666666665,11.099270666666667,15.0,203.26666666666668,2020-01-02 02:46:00,356234000,-5.185240830255194,-2.610863068335993,-176.86666666666667,54.81856169033989,25.432858891382995,0.256954932618318,0.743045067381682,0.0980054667418693,15.1,0.0066666666666666,208.89298368,5.626317013333335,-3.0869056703606375,5.805456780421882,60.0,0.011881255805023416,0.238888888888899,0.0,-0.0859714525126926
649,649,466fbc3092,246456000,Cargo,24.0,168.0,7.0,0,1577929620.0,56.054784,11.096224333333334,14.9,207.96666666666667,2020-01-02 02:47:00,356234000,-4.723580578795383,-2.3767754337800877,-174.86666666666667,51.79812539883152,30.673307956539094,0.988977792692985,0.0110222073070149,0.0830847103052444,15.1,0.0134228187919462,208.95164626533332,0.9849795986666834,-3.0519990853207513,5.287842182496888,60.0,-0.12200381001244452,0.7833333333333314,-0.016666666666666607,-0.08626909965416567
662,662,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929260.0,56.064147,11.108882857142858,20.057142857142857,209.18571428571428,2020-01-02 02:41:00,356234000,-6.7090246242371485,-3.541480898826978,178.01428571428573,61.18172603847958,32.96204830888951,0.1236659044440115,0.8763340955559884,0.1084286594712426,20.1,0.0021367521367522,214.32857142857145,5.142857142857167,3.1069354013001917,7.58637583865819,60.0,-0.016936788765583837,0.43650793650794145,-0.007142857142857413,-0.09938411220529482
674,674,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929320.0,56.05929285714286,11.104015714285714,20.0,209.2428571428572,2020-01-02 02:42:00,356234000,-6.177313293166266,-3.2551384974538364,177.55714285714282,61.50956270155216,32.927174966324955,0.0872625637622623,0.9127374362377376,0.0995623141834078,20.1,0.005,213.409204858,4.166347715142848,3.098956753291074,6.982487104143815,60.0,0.006067223446958203,0.00952380952381778,-0.00952380952380949,-0.10064812241906251
680,680,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929380.0,56.0544225,11.099197,20.05,209.15,2020-01-02 02:43:00,356234000,-5.650718527010992,-2.97316012522881,178.14999999999998,61.67525588667186,33.24888050947173,0.1239726675608913,0.8760273324391087,0.090401256479547,20.2,0.0074812967581046,212.3,3.1500000000000057,3.109304062427898,6.385162566587939,60.0,-0.006118350633104823,-0.01547619047619738,0.008333333333333451,-0.09955408959264611
686,686,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929440.0,56.04954,11.094392,20.1,208.7,2020-01-02 02:44:00,356234000,-5.119153817286738,-2.6889307678665726,178.40000000000003,61.78513895338946,32.842528490839946,0.0552220760572224,0.9447779239427776,0.0823194149313572,20.325399576,0.0112139092537312,211.062966172,2.362966172000029,3.1136673855578847,5.782394355232173,60.0,0.011458431917278153,-0.07500000000000284,0.008333333333333451,-0.10046136855929433
692,692,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929500.0,56.044666,11.089535,20.1,210.65,2020-01-02 02:45:00,356234000,-4.588668964768935,-2.402433550451512,176.45000000000005,60.95379576302831,33.90927082152272,0.244500650081217,0.755499349918783,0.0727296813996739,20.4,0.0149253731343282,211.2478042,0.597804200000013,3.079633465143995,5.179533746638656,60.0,-0.0315464290039991,0.32500000000000284,0.0,-0.10047676809891944
698,698,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929560.0,56.039918,11.0844802,20.1,211.72,2020-01-02 02:46:00,356234000,-4.065126174839276,-2.112224944964567,174.67999999999995,61.26720797796448,34.45770597825849,0.2745296511130339,0.725470348886966,0.0634107348443701,20.5,0.0199004975124377,210.77240451666668,-0.9475954833333162,3.048741137383694,4.5811292314771,60.0,-0.005004833505302823,0.1783333333333322,0.0,-0.09973408586025927
704,704,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929620.0,56.0351342,11.0792838,20.2,212.22,2020-01-02 02:47:00,356234000,-3.542744255346013,-1.8057085810224471,-179.12,59.436184416569176,38.02608527019691,0.7318910924764067,0.2681089075235933,0.0517056677267803,20.5,0.0148514851485148,210.86140404,-1.3585959600000024,-3.126233756172243,3.9763828209020917,60.0,-0.07622690689389545,0.08333333333333333,0.016666666666666313,-0.10079106842916812
724,724,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929260.0,55.952508,11.00389,15.7,27.19999999999999,2020-01-02 02:41:00,257182000,6.714397582003015,3.5312835450189697,-178.01428571428573,-61.18172603847958,-32.96204830888951,0.0412462263378868,0.9587537736621132,0.1083370139608157,16.0,0.0191082802547771,39.39999999999998,12.199999999999989,-3.1069354013001917,7.58637583860236,60.0,-0.004810174173971671,-0.4000000000000057,0.016666666666666607,-0.09938411220200487
742,742,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929320.0,55.956505,11.007502,15.9,26.80000000000001,2020-01-02 02:42:00,257182000,6.181853489297526,3.246507907865771,-177.55714285714282,-61.50956270155216,-32.927174966324955,0.0303312372866332,0.9696687627133668,0.0994786170596636,16.1,0.0125786163522013,44.03449630714288,17.23449630714287,-3.098956753291074,6.982487104103737,60.0,0.0018191648418755906,-0.06666666666666288,0.03333333333333351,-0.10064812241643721
760,760,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929380.0,55.9604,11.011035,16.0,27.30000000000001,2020-01-02 02:43:00,257182000,5.654506984501071,2.965948712238034,-178.14999999999998,-61.67525588667186,-33.24888050947173,0.0393584432240037,0.9606415567759964,0.09034729442407,16.1,0.00625,47.67628596666668,20.376285966666664,-3.109304062427898,6.385162566559903,60.0,-0.0015045343228950643,0.08333333333333333,0.016666666666666607,-0.09955408959063898
778,778,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929440.0,55.964365,11.01465,15.9,27.100000000000023,2020-01-02 02:44:00,257182000,5.122253210060305,2.683021902860592,-178.4000000000001,-61.78513895338946,-32.842528490839946,0.019080899704814,0.980919100295186,0.0822605885564426,16.0,0.0062893081761006,53.24348022999998,26.14348022999996,-3.1136673855578856,5.782394355213311,60.0,0.0033795905865316076,-0.03333333333333144,-0.016666666666666607,-0.10046136855776533
796,796,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929500.0,55.96832,11.018282,15.8,27.100000000000023,2020-01-02 02:45:00,257182000,4.591143601741607,2.3977010365410254,-176.45000000000005,-60.95379576302831,-33.90927082152272,0.0751148248616438,0.924885175138356,0.0727485749483417,16.059474350000002,0.0164224272151899,55.216320449999984,28.11632044999996,-3.079633465143995,5.179533746626506,60.0,-0.00933898752613834,0.0,-0.016666666666666607,-0.10047676809780093
814,814,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929560.0,55.972285,11.021828,16.1,26.399999999999977,2020-01-02 02:46:00,257182000,4.067039462379463,2.1085386045491066,-174.67999999999995,-61.26720797796448,-34.45770597825849,0.0873920840846337,0.9126079159153664,0.0634384140660415,16.2,0.0062111801242234,56.12586473142856,29.725864731428587,-3.048741137383694,4.581129231469652,60.0,-0.0020462098704982687,-0.11666666666667425,0.05000000000000012,-0.09973408585947559
832,832,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929620.0,55.9761945,11.025718,16.1,33.10000000000002,2020-01-02 02:47:00,257182000,3.544142829389725,1.802961991617383,179.12,-59.436184416569176,-38.02608527019691,0.1961110449997406,0.8038889550002594,0.0516458189928293,16.249374566666667,0.009277923395445,56.4666666666667,23.366666666666674,3.126233756172243,3.9763828208978476,60.0,-0.018119826819184504,1.1166666666666742,0.0,-0.1007910684286341
850,850,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929680.0,55.97958785714286,11.030854142857144,16.1,44.34285714285716,2020-01-02 02:48:00,257182000,3.059473816392753,1.4449073179291427,168.93714285714282,-55.04543444213671,-43.313900795616135,0.3389910693582511,0.6610089306417489,0.0396538762330804,16.3,0.0124223602484471,56.49130931,12.148452167142835,2.9485093717691626,3.383509596646362,60.0,-0.023813337393085072,1.8738095238095234,0.0,-0.09881220404191422
868,868,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929740.0,55.98248633333333,11.0369705,16.0,53.89999999999998,2020-01-02 02:49:00,257182000,2.597697937794348,1.0601989006514607,157.18000000000006,-52.18693842168669,-45.54047802202554,0.3890537691542086,0.6109462308457914,0.0317600096121115,16.371680175,0.0232300109375001,56.828319825000015,2.928319825000038,2.7433085182846884,2.8057184970990185,60.0,-0.00834378329932626,1.5928571428571356,-0.016666666666666902,-0.09629851659122395
886,886,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929800.0,55.98503383333333,11.043604166666666,16.2,56.4666666666667,2020-01-02 02:50:00,257182000,2.1513106083418565,0.6608271398718875,154.33333333333326,-51.62445626742445,-46.653482484132425,0.4056861280669586,0.5943138719330414,0.0231614502645775,16.2,0.0,55.161159585,-1.305507081666697,2.6936248122445807,2.250517683191018,60.0,-0.0027720598187916576,0.42777777777778664,0.033333333333333215,-0.09253346898466679
904,904,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929860.0,55.9875,11.050257,16.4,56.80000000000001,2020-01-02 02:51:00,257182000,1.7104626721595175,0.2598403474975744,153.73333333333335,-51.61149170561967,-46.82126879434193,0.4074937335545646,0.5925062664454355,0.014647624786934,16.10447585,-0.0180197652439023,50.71304472500002,-6.086955274999994,2.6831528367326163,1.7300865755905792,60.0,-0.00030126758126765757,0.055555555555552395,0.033333333333333215,-0.08673851793340644
922,922,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929920.0,55.99024633333333,11.056800833333334,15.983333333333334,49.68333333333334,2020-01-02 02:52:00,257182000,1.2523994158956484,-0.1387886943330164,161.1833333333334,-54.30684445306322,-44.13369597410643,0.3891586017212564,0.6108413982787435,0.0052068334938765,15.9,-0.0052137643378519,48.03160093499999,-1.651732398333344,2.8131798660061946,1.2600661088254157,60.0,0.0030558553055513396,-1.1861111111111124,-0.06944444444444405,-0.07833674446086059
938,938,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929980.0,55.9932555,11.062586166666668,16.0,46.69999999999999,2020-01-02 02:53:00,246456000,2.38159486279387,0.4044625973018756,162.44000000000003,-46.96702319545062,-36.92767587217765,0.5037408670232807,0.4962591329767193,0.0237815322763724,16.2,0.0124999999999999,46.10000000000002,-0.5999999999999659,2.8351128369395893,2.4156953622305797,60.0,-0.019097044217004033,-0.49722222222222473,0.00277777777777762,0.19260487556752734
950,950,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577930040.0,55.99634785714286,11.068302142857142,16.1,46.0,2020-01-02 02:54:00,246456000,1.9775341384152685,0.0883630866009728,162.88,-47.61179604260899,-36.78262585461879,0.4987767176388226,0.5012232823611773,0.0151770458019018,16.3,0.0124223602484471,45.18232320357141,-0.8176767964285858,2.842792285648364,1.9795073386253128,60.0,0.0008273582307429991,-0.11666666666666477,0.016666666666666902,-0.07269800393421115
957,957,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577930100.0,55.99950914285714,11.074067857142856,16.3,44.75714285714281,2020-01-02 02:55:00,246456000,1.5650438980307593,-0.2291676839333372,164.00285714285724,-48.400875290918,-36.52530085231339,0.4961800350105006,0.5038199649894994,0.0064059441409809,16.2,-0.0061349693251534,41.76732512499998,-2.989817732142832,2.862389839820759,1.5817332993025985,60.0,0.0004327804380536889,-0.20714285714286498,0.033333333333333215,-0.06629567322045238
969,969,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891280.0,56.043373333333335,11.111331444444446,12.22222222222222,24.955555555555577,2020-01-01 16:08:00,636015565,4.043712207654352,1.855820807370098,-159.45555555555552,-35.75904601254567,-24.493376147001012,0.9910101635509242,0.0089898364490758,0.0882847695532432,12.2,-0.0018181818181816,24.527975953333357,-0.4275796022222238,-2.7830244550411796,4.449233561794731,120.0,0.0005328320625913001,-0.0620370370370343,0.0018518518518516973,-0.06287858792513619
975,975,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891340.0,56.046460333333336,11.113872888888888,12.3,24.422222222222217,2020-01-01 16:09:00,636015565,3.7276999459067546,1.6417757177907548,-159.3222222222222,-36.40158892691642,-24.568264211020846,0.9587497414778374,0.0412502585221625,0.0791537078424514,12.151380656,-0.0120828734959351,24.27164288000001,-0.1505793422222048,-2.780697349371854,4.073226533626698,60.0,0.005376737012181117,-0.0888888888888933,0.012962962962963509,-0.06266783802800546
981,981,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891400.0,56.04956033333333,11.116397888888889,12.27777777777778,24.24444444444447,2020-01-01 16:10:00,636015565,3.404551112276125,1.4246802944749122,-163.32626262626263,-37.33103713900539,-23.295856775088332,0.7659709124235187,0.2340290875764813,0.072601393955764,12.198483313333332,-0.0064583726696835,23.290182844242413,-0.954261600202056,-2.850581037805244,3.690620844460417,60.0,0.03212980484238647,-0.029629629629624787,-0.0037037037037033946,-0.06376761486104687
987,987,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891460.0,56.05265581818182,11.118943909090907,12.218181818181815,24.0,2020-01-01 16:11:00,636015565,3.077193413839151,1.2134010432675737,-166.08181818181822,-37.95179305144275,-22.322447907868327,0.6524122597280105,0.3475877402719894,0.065299896902901,12.13826955222222,-0.0065404384341929,22.838269552222208,-1.161730447777792,-2.8986745549713104,3.307787991691409,60.0,0.018926442115918016,-0.04074074074074474,-0.009932659932660867,-0.06380547546150139
993,993,4a08712e63,248659000,Cargo,32.0,195.0,10.6,0,1577891520.0,56.05572618181819,11.121351636363636,12.118181818181816,23.399999999999977,2020-01-01 16:12:00,636015565,2.7439558748386843,1.0191296160021044,-166.4636363636364,-38.24332121684472,-21.853936179239547,0.6073802214657633,0.3926197785342367,0.05733271748127,12.128817736,0.0008776826406604,22.65763547200001,-0.7423645279999675,-2.905338539388016,2.927100787003127,60.0,0.007505339710374546,-0.1000000000000038,-0.016666666666666607,-0.06344786744804698
